
Yer0EbO	2019-07-25 22:33:52.531651+00:00	2019-07-25 23:00:19.084063+00:00	1586.552412

9avgmbG	2019-07-25 22:33:52.724998+00:00	2019-07-25 22:52:39.379852+00:00	1126.654854

DdwjRb1	2019-07-25 22:33:52.900512+00:00	2019-07-25 22:54:10.932515+00:00	1218.032003

K9b6nbE	2019-07-25 20:53:32.669295+00:00	2019-07-25 20:54:32.861911+00:00	60.192616

neg56bw	2019-07-25 22:33:53.152412+00:00	2019-07-25 23:02:56.127548+00:00	1742.975136

lej25ej	2019-07-25 22:33:53.331449+00:00	2019-07-25 23:05:32.944958+00:00	1899.613509

mbk5Xez	2019-07-25 22:33:53.512990+00:00	2019-07-25 22:49:38.702146+00:00	945.189156

nelO6dK	2019-07-25 22:33:53.711428+00:00	2019-07-25 23:09:12.748150+00:00	2119.036722

vbmw0eY	2019-07-25 22:33:53.894903+00:00	2019-07-25 23:09:44.587263+00:00	2150.69236

penZle7	2019-07-25 22:33:54.075084+00:00	2019-07-25 22:55:44.536350+00:00	1310.461266

xboYKeg	2019-07-25 22:33:54.255586+00:00	2019-07-25 23:03:58.075995+00:00	1803.820409

mepg6dM	2019-07-25 22:33:54.428948+00:00	2019-07-25 23:10:16.503048+00:00	2182.0741

zbqjrdp	2019-07-25 22:33:54.593721+00:00	2019-07-25 22:56:14.253170+00:00	1339.659449

Yer06bO	2019-07-25 22:33:54.774767+00:00	2019-07-25 23:08:10.321902+00:00	2055.547135

9avgrbG	2019-07-25 22:33:54.967985+00:00	2019-07-25 23:08:42.768541+00:00	2087.800556

Ddwjwb1	2019-07-25 22:33:55.151124+00:00	2019-07-25 23:06:36.968657+00:00	1961.817533

7axGrey	2019-07-25 22:33:55.334934+00:00	2019-07-25 22:58:16.580490+00:00	1461.245556

Pdy8WbQ	2019-07-25 22:33:55.533059+00:00	2019-07-25 23:00:50.672926+00:00	1615.139867

9aAnzbv	2019-07-26 01:39:36.949452+00:00	2019-07-26 01:40:07.882761+00:00	30.933309

6dBgJe7	2019-07-26 01:39:37.221715+00:00	2019-07-26 01:43:37.724232+00:00	240.502517

DbDRnel	2019-07-26 01:39:37.417248+00:00	2019-07-26 01:41:07.883341+00:00	90.466093

oeElkd0	2019-07-26 01:39:37.633797+00:00	2019-07-26 01:41:37.881425+00:00	120.247628

RdGZ0bD	2019-07-26 01:39:37.814762+00:00	2019-07-26 01:45:09.566026+00:00	331.751264

QdJZodO	2019-07-26 01:39:38.141550+00:00	2019-07-26 01:42:37.831056+00:00	179.689506

1aKOnaQ	2019-07-26 01:39:38.308949+00:00	2019-07-26 01:40:37.913392+00:00	59.604443

wdLg4bj	2019-07-26 01:39:38.571636+00:00	2019-07-26 01:49:13.085085+00:00	574.513449

1aMj3bW	2019-07-26 01:39:38.768528+00:00	2019-07-26 01:43:07.678311+00:00	208.909783

0dNxzaL	2019-07-26 01:39:38.965142+00:00	2019-07-26 01:53:15.625713+00:00	816.660571

YaO7Nax	2019-07-26 01:39:39.183641+00:00	2019-07-26 01:44:37.552223+00:00	298.368582

ZdP1neK	2019-07-26 01:39:39.383697+00:00	2019-07-26 01:47:42.643733+00:00	483.260036

qaQ1Yan	2019-07-26 01:39:39.612430+00:00	2019-07-26 01:44:07.693580+00:00	268.08115

PdRgReG	2019-07-26 01:39:39.915414+00:00	2019-07-26 01:55:17.518755+00:00	937.603341

5eVm1dE	2019-07-26 01:39:40.207082+00:00	2019-07-26 01:47:11.811260+00:00	451.604178

NbWngay	2019-07-26 01:39:40.408230+00:00	2019-07-26 01:55:48.082989+00:00	967.674759

BeX6mby	2019-07-26 01:39:40.613774+00:00	2019-07-26 01:50:13.699649+00:00	633.085875

QbYvpdz	2019-07-26 01:39:40.805089+00:00	2019-07-26 01:48:12.483988+00:00	511.678899

QeZV6ep	2019-07-26 01:39:40.963536+00:00	2019-07-26 01:54:16.947227+00:00	875.983691

Qe1rjaJ	2019-07-26 01:39:41.231603+00:00	2019-07-26 01:42:07.841133+00:00	146.60953

rb2vvbW	2019-07-26 01:39:41.424445+00:00	2019-07-26 01:56:48.171048+00:00	1026.746603

Le32Qd6	2019-07-26 01:39:41.636561+00:00	2019-07-26 01:46:10.403684+00:00	388.767123

Rb4R6eB	2019-07-26 01:39:41.833497+00:00	2019-07-26 01:50:45.122850+00:00	663.289353

7e59Re2	2019-07-26 01:39:42.053290+00:00	2019-07-26 01:46:40.240738+00:00	418.187448

9b6R9bE	2019-07-26 01:39:42.237813+00:00	2019-07-26 01:45:39.345920+00:00	357.108107

xe7LAa7	2019-07-26 01:39:42.460466+00:00	2019-07-26 01:57:48.306715+00:00	1085.846249

yb86oev	2019-07-26 01:39:42.664966+00:00	2019-07-26 01:53:46.856615+00:00	844.191649

Pe9Q3eL	2019-07-26 01:39:42.857564+00:00	2019-07-26 01:52:15.312198+00:00	752.454634

Xe0VXbx	2019-07-26 01:39:43.057416+00:00	2019-07-26 01:56:18.271687+00:00	995.214271

negL6aw	2019-07-26 01:39:43.216570+00:00	2019-07-26 01:58:19.260281+00:00	1116.043711

lejq5dj	2019-07-26 01:39:43.465689+00:00	2019-07-26 01:48:43.157747+00:00	539.692058

mbkZXaz	2019-07-26 01:39:43.629647+00:00	2019-07-26 01:59:20.052147+00:00	1176.4225

nel56aK	2019-07-26 01:39:43.891573+00:00	2019-07-26 01:49:43.740476+00:00	599.848903

vbmQ0bY	2019-07-26 01:39:44.072541+00:00	2019-07-26 01:54:47.627309+00:00	903.554768

penrle7	2019-07-26 01:39:44.304722+00:00	2019-07-26 01:57:18.452091+00:00	1054.147369

xboQKeg	2019-07-26 01:39:44.500882+00:00	2019-07-26 01:51:15.000771+00:00	690.499889

mepQ6aM	2019-07-26 01:39:44.715512+00:00	2019-07-26 01:59:49.770963+00:00	1205.055451

zbqYrbp	2019-07-26 01:39:44.897746+00:00	2019-07-26 01:52:45.843733+00:00	780.945987

YerR6eO	2019-07-26 01:39:45.080888+00:00	2019-07-26 01:58:49.011416+00:00	1143.930528

9avorbG	2019-07-26 01:39:45.327720+00:00	2019-07-26 01:51:45.480189+00:00	720.152469

Ddwmwa1	2019-07-26 01:39:45.517330+00:00	2019-07-26 02:00:19.746484+00:00	1234.229154

7axvrdy	2019-07-26 02:51:09.429438+00:00	2019-07-26 02:51:41.032069+00:00	31.602631

PdyrWeQ	2019-07-26 02:51:09.652322+00:00	2019-07-26 02:54:12.417812+00:00	182.76549

kazK8bJ	2019-07-26 02:51:09.860417+00:00	2019-07-26 02:58:13.295889+00:00	423.435472

9aAPzev	2019-07-26 02:51:10.058275+00:00	2019-07-26 03:00:44.890688+00:00	574.832413

6dBLJa7	2019-07-26 02:51:10.375658+00:00	2019-07-26 02:52:41.894784+00:00	91.519126

DbD9ndl	2019-07-26 02:51:10.557732+00:00	2019-07-26 02:54:42.165408+00:00	211.607676

oeE9ke0	2019-07-26 02:51:10.725273+00:00	2019-07-26 03:01:14.776629+00:00	604.051356

RdG50aD	2019-07-26 02:51:10.987576+00:00	2019-07-26 02:55:42.516795+00:00	271.529219

QdJqobO	2019-07-26 02:51:11.188576+00:00	2019-07-26 02:57:12.814564+00:00	361.625988

1aKZneQ	2019-07-26 02:51:11.489431+00:00	2019-07-26 03:01:44.988331+00:00	633.4989
